gpcf_google_product_category	root	node_01	node_02	node_03	node_04	manufacturer	manufacturer_sku	gtin	dun	base_product	product	sub_product	brand	sub_brand	line	sub_line	model	sub_model	size	size_type	size_system	gender	age_group	mkt_pack_name	gtin_pack_type	gtin_pack_name	gtin_pack_name_variant	gtin_pack_uom_qty	gtin_pack_uom	gtin_pack_uom_variant	gtin_internal_pack_uom_qty	gtin_internal_pack_uom	gtin_internal_pack_uom_variant	base_uom	base_uom_equivalence	label_uom_01_qty	label_uom_01	label_uom_01_variant	label_uom_02_qty	label_uom_02	label_uom_02_variant	dun_pack	dun_pack_qty
2126	alimentos					tanoni hnos sa		7793065000377		aceite comestible	aceite comestible vegetal	aceite comestible vegetal mezcla	indigo												single pack	botella	pet	900,00	mililitro					litro	0,0010								12
2126	alimentos					bunge argentina sa		7794870000330		aceite comestible	aceite comestible vegetal	aceite comestible vegetal mezcla	siglo de oro												single pack	botella	pet	900,00	mililitro					litro	0,0010								12
2126	alimentos					molino canuelas sacifia		7792180007988		aceite comestible	aceite comestible vegetal	aceite comestible vegetal puro girasol	canuelas												single pack	bidon	pet	5,00	litro					litro	1,0000								4
2126	alimentos					arcor saic		7790580138745		aceite comestible	aceite comestible vegetal	aceite comestible vegetal puro maiz	arcor												single pack	botella	pet	890,00	mililitro					litro	0,0010								12
2126	alimentos					molinos rio de la plata sa		7790070231697		aceite comestible	aceite comestible vegetal	aceite comestible vegetal puro maiz	lira												single pack	botella	pet	900,00	mililitro					litro	0,0010								12
2126	alimentos					molinos rio de la plata sa		7790070226372		aceite comestible	aceite comestible vegetal	aceite comestible vegetal puro oliva extra virgen	cocinero												single pack	botella		1,00	litro					litro	1,0000								12
2949	higiene	personal	cosmetica	piel		algabo sa		7791274001567		aceite humectante	aceite humectante corporal	aceite humectante corporal bebe	algabo		baby		humecta y suaviza								single pack	botella		200,00	mililitro					litro	0,0010								12
2949	higiene	personal	cosmetica	piel		sc johnson y son de argentina saic		7790010959780		aceite humectante	aceite humectante corporal	aceite humectante corporal bebe	johnsons		baby		puro								single pack	botella		100,00	mililitro					litro	0,0010								12
2949	higiene	personal	cosmetica	piel		sc johnson y son de argentina saic		7790010959797		aceite humectante	aceite humectante corporal	aceite humectante corporal bebe	johnsons		baby		puro								single pack	botella		200,00	mililitro					litro	0,0010								12
2949	higiene	personal	cosmetica	piel		sc johnson y son de argentina saic		7790010959803		aceite humectante	aceite humectante corporal	aceite humectante corporal bebe	johnsons		baby		aloe vera y vitamina e								single pack	botella		100,00	mililitro					litro	0,0010								12
2949	higiene	personal	cosmetica	piel		sc johnson y son de argentina saic		7790010960021		aceite humectante	aceite humectante corporal	aceite humectante corporal bebe	johnsons		baby		aloe vera y vitamina e								single pack	botella		200,00	mililitro					litro	0,0010								12
4894	ferreteria	lubricantes	penetrantes			akapol sa		7790400021806	17790400021803	aceite lubricante	aceite lubricante multiuso	aceite lubricante multiuso penetrante aerosol	wd 40		clasico										single pack	aerosol	aerosol con canula	216,00	mililitro					litro	0,0010	155,00	gramo						12
4894	ferreteria	lubricantes	penetrantes			akapol sa		7790400021813	17790400021810	aceite lubricante	aceite lubricante multiuso	aceite lubricante multiuso penetrante aerosol	wd 40		clasico										single pack	aerosol	aerosol con canula	432,00	mililitro					litro	0,0010	311,00	gramo						12
4894	ferreteria	lubricantes	penetrantes			akapol sa		7790400030358	17790400030355	aceite lubricante	aceite lubricante multiuso	aceite lubricante multiuso penetrante aerosol	wd 40		flexitapa										single pack	aerosol	aerosol con canula	306,00	mililitro					litro	0,0010	220,00	gramo						12
4894	ferreteria	lubricantes	penetrantes			akapol sa		79567560029	10079567560026	aceite lubricante	aceite lubricante multiuso	aceite lubricante multiuso penetrante seco aerosol	wd 40		specialist										single pack	aerosol	aerosol con canula	339,00	mililitro					litro	0,0010	226,00	gramo						6
4894	ferreteria	lubricantes	penetrantes			akapol sa		79567560012	10079567560019	aceite lubricante	aceite lubricante multiuso	aceite lubricante multiuso penetrante silicon aerosol	wd 40		specialist										single pack	aerosol	aerosol con canula	309,00	mililitro					litro	0,0010	226,00	gramo						6
4894	ferreteria	lubricantes	penetrantes			akapol sa		79567560005	10079567560002	aceite lubricante	aceite lubricante multiuso	aceite lubricante quita oxido penetrante aerosol	wd 40		specialist										single pack	aerosol	aerosol con canula	274,00	mililitro					litro	0,0010	226,00	gramo						6
543616	higiene	personal	salud	capilar	piojicidas	algabo sa		7791274199905		acondicionador capilar	acondicionador capilar piojicida	acondicionador capilar piojicida infantil	algabo		kids										single pack	botella		500,00	mililitro					litro	0,0010								11
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274197000		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		brillo		manzanilla y magnolia								single pack	doy pack		300,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274198205		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		brillo		manzanilla y magnolia								single pack	botella		930,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274199493		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		brillo		manzanilla y magnolia								single pack	doy pack		930,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274198816		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		detox		pepino y te verde								single pack	botella		930,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274198854		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		detox		pepino y te verde								single pack	doy pack		300,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274199509		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		detox		pepino y te verde								single pack	doy pack		930,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274196980		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		hidratacion		aguacate y argan								single pack	doy pack		300,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274198182		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		hidratacion		aguacate y argan								single pack	botella		930,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274199479		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		hidratacion		aguacate y argan								single pack	doy pack		930,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274196997		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		suavidad		coco y leche								single pack	doy pack		300,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274198199		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		suavidad		coco y leche								single pack	botella		930,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274199486		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	algabo		suavidad		coco y leche								single pack	doy pack		930,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000356	17790740000353	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		balance										single pack	botella		1,00	litro					litro	1,0000								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	buyanor sa		7790064007031		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario bebe	estrella		baby										single pack	botella		200,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	buyanor sa		7790064007048		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario bebe	estrella		baby										single pack	botella		200,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	buyanor sa		7790064007055		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario bebe	estrella		baby	equilibrio									single pack	botella		200,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	buyanor sa		7790064007093		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario bebe	estrella		baby										single pack	botella		400,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	buyanor sa		7790064007109		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario bebe	estrella		baby										single pack	botella		400,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	buyanor sa		7790064007116		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario bebe	estrella		baby	equilibrio									single pack	botella		400,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	sc johnson y son de argentina saic		7790010668514		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario bebe	johnsons		baby	no mas lagrimas									single pack	botella		200,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274004391		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario infantil	algabo		kids		sandia dulce								single pack	botella		350,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274198724		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario infantil	algabo		kids		sandia dulce								single pack	botella		750,00	mililitro					litro	0,0010								12
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274198748		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario infantil	algabo		kids	frozen									single pack	botella	botella 2d	300,00	mililitro					litro	0,0010								8
543616	higiene	personal	cosmetica	capilar	acondicionadores	algabo sa		7791274198922		acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario infantil	algabo		kids	trolls poppy									single pack	botella		750,00	mililitro					litro	0,0010								12
543617	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000318	17790740000315	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		brillo										single pack	botella		1,00	litro					litro	1,0000								12
543618	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000370	17790740000377	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		docilidad										single pack	botella		1,00	litro					litro	1,0000								12
543619	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000325	17790740000322	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		frescura										single pack	botella		1,00	litro					litro	1,0000								12
543620	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000349	17790740000346	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		nutricion										single pack	botella		1,00	litro					litro	1,0000								12
543621	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000363	17790740000360	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		proteccion										single pack	botella		1,00	litro					litro	1,0000								12
543622	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000424	17790740000421	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		reactivacion hidratante										single pack	botella		1,00	litro					litro	1,0000								12
543623	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000523	17790740000520	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		reconexion										single pack	botella		1,00	litro					litro	1,0000								12
543624	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000387	17790740000384	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		reparacion										single pack	botella		1,00	litro					litro	1,0000								12
543625	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000332	17790740000339	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		suavidad										single pack	botella		1,00	litro					litro	1,0000								12
543626	higiene	personal	cosmetica	capilar	acondicionadores	dreamco sca		7790740000417	17790740000414	acondicionador capilar	acondicionador capilar uso diario	acondicionador capilar uso diario	plusbelle		vitalidad renovadora										single pack	botella		1,00	litro					litro	1,0000								12
2954	higiene	personal				santiago saenz sa	102002	7792389079953	17792389079950	alcohol	alcohol etilico	alcohol etilico desinfectante	azago				96 vol								single pack	botella		500,00	mililitro					litro	0,0010								12
2954	higiene	personal				buyanor sa		7790064001558		alcohol	alcohol etilico	alcohol etilico desinfectante	estrella				96 vol								single pack	botella		250,00	mililitro					litro	0,0010								10
2954	higiene	personal				buyanor sa		7790064001565		alcohol	alcohol etilico	alcohol etilico desinfectante	estrella				96 vol								single pack	botella		500,00	mililitro					litro	0,0010								10
2954	higiene	personal				buyanor sa		7790064001572		alcohol	alcohol etilico	alcohol etilico desinfectante	estrella				96 vol								single pack	botella		1,00	litro					litro	1,0000								8
4929	higiene	personal				lenterdit sa		7790940000026	57790940000021	algodon	algodon hidrofilo	algodon hidrofilo plegado	doncella		clasico										single pack	paquete		140,00	gramo					kilogramo	0,0010								20
4929	higiene	personal				lenterdit sa		7790940003034	37790940003035	algodon	algodon hidrofilo	algodon hidrofilo plegado	doncella		clasico										single pack	paquete		70,00	gramo					kilogramo	0,0010								40
4929	higiene	personal				lenterdit sa		7790940003065	57790940003060	algodon	algodon hidrofilo	algodon hidrofilo plegado	doncella		clasico										single pack	paquete		500,00	gramo					kilogramo	0,0010								10
4929	higiene	personal				lenterdit sa		7790940003089	57790940003084	algodon	algodon hidrofilo	algodon hidrofilo plegado	doncella		clasico										single pack	paquete		300,00	gramo					kilogramo	0,0010								10
4929	higiene	personal				lenterdit sa		7790940000033	57790940000038	algodon	algodon hidrofilo	algodon hidrofilo plegado	doncella		super										single pack	paquete		100,00	gramo					kilogramo	0,0010								40
4929	higiene	personal				lenterdit sa		7790940000040	47790940000048	algodon	algodon hidrofilo	algodon hidrofilo plegado	doncella		super										single pack	paquete		200,00	gramo					kilogramo	0,0010								20
4929	higiene	personal				hisan sa		7791229001512	17791229001519	algodon	algodon hidrofilo	algodon hidrofilo plegado	donna		fem										single pack	paquete		70,00	gramo					kilogramo	0,0010								40
4929	higiene	personal				hisan sa		7791229001802	17791229001809	algodon	algodon hidrofilo	algodon hidrofilo plegado	donna		fem										single pack	paquete		140,00	gramo					kilogramo	0,0010								20
4929	higiene	personal				hisan sa		7791229153099	17791229153096	algodon	algodon hidrofilo	algodon hidrofilo plegado	donna		fem										single pack	paquete		500,00	gramo					kilogramo	0,0010								10
4929	higiene	personal				hisan sa		7791229153105	17791229153102	algodon	algodon hidrofilo	algodon hidrofilo plegado	donna		fem										single pack	paquete		300,00	gramo					kilogramo	0,0010								15
4929	higiene	personal				buyanor sa		7790064000124		algodon	algodon hidrofilo	algodon hidrofilo plegado	estrella		clasico										single pack	paquete		140,00	gramo					kilogramo	0,0010								30
4929	higiene	personal				buyanor sa		7790064000131		algodon	algodon hidrofilo	algodon hidrofilo plegado	estrella		clasico										single pack	paquete		300,00	gramo					kilogramo	0,0010								10
4929	higiene	personal				buyanor sa		7790064000261		algodon	algodon hidrofilo	algodon hidrofilo plegado	estrella		clasico										single pack	paquete		75,00	gramo					kilogramo	0,0010								60
4929	higiene	personal				buyanor sa		7790064001664		algodon	algodon hidrofilo	algodon hidrofilo plegado	estrella		clasico										single pack	paquete		500,00	gramo					kilogramo	0,0010								10
4929	higiene	personal				buyanor sa		7790064000230		algodon	algodon hidrofilo	algodon hidrofilo plegado	estrella		premium										single pack	paquete		75,00	gramo					kilogramo	0,0010								60
4929	higiene	personal				buyanor sa		7790064000247		algodon	algodon hidrofilo	algodon hidrofilo plegado	estrella		premium										single pack	paquete		150,00	gramo					kilogramo	0,0010								30
4929	higiene	personal				buyanor sa		7790064001701		algodon	algodon hidrofilo	algodon hidrofilo plegado	estrella		super										single pack	paquete		100,00	gramo					kilogramo	0,0010								40
4929	higiene	personal				buyanor sa		7790064001718		algodon	algodon hidrofilo	algodon hidrofilo plegado	estrella		super										single pack	paquete		200,00	gramo					kilogramo	0,0010								20
4929	higiene	personal				buyanor sa		7790064001725		algodon	algodon hidrofilo	algodon hidrofilo plegado	estrella		super										single pack	paquete		400,00	gramo					kilogramo	0,0010								10
4929	higiene	personal	cosmetica			algabo sa		7791274197963		algodon	algodon hidrofilo	algodon hidrofilo pompon	algabo												single pack	paquete		50,00	unidad	pompon				unidad	1,0000								24
4929	higiene	personal	cosmetica			buyanor sa		7790064002029		algodon	algodon hidrofilo	algodon hidrofilo pompon	estrella												single pack	paquete		50,00	unidad	pompon				unidad	1,0000								12
4929	higiene	personal				lenterdit sa		7790940112996	57790940112991	algodon	algodon hidrofilo	algodon hidrofilo precortado	doncella		premium										single pack	paquete		100,00	gramo					kilogramo	0,0010								40
4929	higiene	personal				buyanor sa		7790064001954		algodon	algodon hidrofilo	algodon hidrofilo precortado bebe	estrella		baby										single pack	paquete		100,00	gramo					kilogramo	0,0010								40
2126	alimentos					aceitera general deheza sa		7790272000831		antiadherente comestible	antiadherente comestible vegetal	antiadherente comestible vegetal aceite girasol aerosol	natura												single pack	aerosol		126,00	mililitro					litro	0,0010	120,00	gramo						1
2126	alimentos					aceitera general deheza sa		7790272000954		antiadherente comestible	antiadherente comestible vegetal	antiadherente comestible vegetal aceite oliva virgen aerosol	natura												single pack	aerosol		126,00	mililitro					litro	0,0010	120,00	gramo						1
7486	bebidas	alcoholicas	amargos	aperitivos		campari argentina sa		7891136057029	17891136057026	aperitivo	aperitivo	aperitivo	aperol												single pack	botella		750,00	mililitro					litro	0,0010								6
7486	bebidas	alcoholicas	amargos	aperitivos		campari argentina sa		7791200000565	17791200000562	aperitivo	aperitivo	aperitivo	campari												single pack	botella		450,00	mililitro					litro	0,0010								12
7486	bebidas	alcoholicas	amargos	aperitivos		campari argentina sa		7791200000640	17791200000647	aperitivo	aperitivo	aperitivo	campari												single pack	botella		1,00	litro					litro	1,0000								6
7486	bebidas	alcoholicas	amargos	aperitivos		campari argentina sa		7891136052000	17891136052007	aperitivo	aperitivo	aperitivo	campari												single pack	botella		750,00	mililitro					litro	0,0010								6
7486	bebidas	alcoholicas	amargos	aperitivos		campari argentina sa		7791200000619	17791200000616	aperitivo	aperitivo	aperitivo	cynar		70 proof										single pack	botella		750,00	mililitro					litro	0,0010								6
7486	bebidas	alcoholicas	amargos	aperitivos		campari argentina sa		7791200000091	17791200000098	aperitivo	aperitivo	aperitivo	cynar												single pack	botella		750,00	mililitro					litro	0,0010								6
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229000027	17791229000024	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	comodin						g			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229001673	17791229001670	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	comodin						g			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								6
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229000928	17791229000925	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	comodin						m			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229000010	17791229000017	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	comodin						xg			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229153068	17791229153065	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	comodin						xg			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								20
517	higiene	personal	sanitarios	incontinencia	apositos	la papelera del plata sa		7730219040513	17730219040510	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	cotidian						unico			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940516503	57790940516508	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	nonisec						unico			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								20
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940516527	57790940516522	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	nonisec						unico			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								6
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940516541	57790940516546	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	nonisec						unico			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								6
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940516596	57790940516591	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	nonisec						unico			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								6
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940516602	57790940516607	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	nonisec						unico			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								10
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940516619	57790940516614	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	nonisec						unico			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940516640	57790940516645	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	nonisec						unico			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	kimberly clark argentina sa	30241120	7794626011252	17794626011259	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	plenitud		mimi				unico			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	kimberly clark argentina sa	30241950	7806550002487	17806550002484	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria	plenitud		mimi				unico			unisex	adult		single pack	paquete		40,00	unidad	aposito				unidad	1,0000								8
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229001710	17791229001717	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria post parto	comodin						unico			female	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940000019	57790940000014	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria post parto	doncella						unico			female	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								20
517	higiene	personal	sanitarios	incontinencia	apositos	kimberly clark argentina sa	30214197	7794626001475	17794626001472	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria post parto	huggies		mama				unico			female	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229001796	17791229001793	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria refuerzo panal adulto	comodin		tradicional				g			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								6
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229153020	17791229153027	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria refuerzo panal adulto	comodin		tradicional				g			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229000935	17791229000932	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria refuerzo panal adulto	comodin		tradicional				m			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229153006	17791229153003	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria refuerzo panal adulto	comodin		tradicional				xg			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								6
517	higiene	personal	sanitarios	incontinencia	apositos	hisan sa		7791229153013	17791229153010	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria refuerzo panal adulto	comodin		tradicional				xg			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940111340	57790940111345	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria refuerzo panal adulto	nonisec		clasico	absorbe 500 ml			g			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								6
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940516626	57790940516621	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria refuerzo panal adulto	nonisec		clasico	absorbe 500 ml			g			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940111302	57790940111307	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria refuerzo panal adulto	nonisec		maxi	absorbe 700 ml			xg			unisex	adult		single pack	paquete		20,00	unidad	aposito				unidad	1,0000								6
517	higiene	personal	sanitarios	incontinencia	apositos	lenterdit sa		7790940516633	57790940516638	aposito descartable	aposito descartable incontinencia urinaria	aposito descartable incontinencia urinaria refuerzo panal adulto	nonisec		maxi	absorbe 700 ml			xg			unisex	adult		single pack	paquete		10,00	unidad	aposito				unidad	1,0000								12
627	higiene	textil	planchado			sc johnson y son de argentina saic		7790520008367		apresto textil	apresto textil	apresto textil aerosol	klaro												single pack	aerosol		360,00	mililitro					litro	0,0010	343,00	gramo						12
627	higiene	textil	planchado			reckitt benckiser argentina sa		7791130001137		apresto textil	apresto textil	apresto textil liquido	robin												single pack	botella	botella con gatillo	500,00	mililitro					litro	0,0010								1
3898	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520996152		aromatizante	aromatizante ambiente	aromatizante ambiente atomizador repuesto	glade		toque		lavanda							twin pack	multi pack	paquete	blister	2,00	unidad	atomizador	12,00	mililitro		litro	0,0010	9,00	gramo						6
3898	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520996190		aromatizante	aromatizante ambiente	aromatizante ambiente atomizador repuesto	glade		toque		flores tropicales y coco							twin pack	multi pack	paquete	blister	2,00	unidad	atomizador	12,00	mililitro		litro	0,0010	9,00	gramo						6
3898	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520996206		aromatizante	aromatizante ambiente	aromatizante ambiente atomizador repuesto	glade		toque		fragancias mixtas							tri pack	multi pack	paquete	blister	3,00	unidad	atomizador	12,00	mililitro		litro	0,0010	9,00	gramo						6
3898	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520996237		aromatizante	aromatizante ambiente	aromatizante ambiente atomizador repuesto	glade		toque		limon refrescante							twin pack	multi pack	paquete	blister	2,00	unidad	atomizador	12,00	mililitro		litro	0,0010	9,00	gramo						6
