gpcf_google_product_category	root	node_01	node_02	node_03	node_04	manufacturer	manufacturer_sku	gtin	dun	base_product	product	sub_product	brand	sub_brand	line	sub_line	model	sub_model	size	size_type	size_system	gender	age_group	mkt_pack_name	gtin_pack_type	gtin_pack_name	gtin_pack_name_variant	gtin_pack_uom_qty	gtin_pack_uom	gtin_pack_uom_variant	gtin_internal_pack_uom_qty	gtin_internal_pack_uom	gtin_internal_pack_uom_variant	base_uom	base_uom_equivalence	label_uom_01_qty	label_uom_01	label_uom_01_variant	label_uom_02_qty	label_uom_02	label_uom_02_variant	dun_pack	dun_pack_qty
5811	alimentos					swift argentina sa		7790360720115		conserva	conserva carne vacuna	conserva carne vacuna picadillo	swift												single pack	lata		90,00	gramo					kilogramo	0,0010								24
5799	alimentos					establecimiento la gioconda sa		7798318340170		conserva	conserva fruta	conserva fruta durazno mitades almibar	la gioconda												single pack	lata	lata abre facil	820,00	gramo					kilogramo	0,0010								12
5799	alimentos					establecimiento la gioconda sa		7798318340040	17798318340047	conserva	conserva fruta	conserva fruta durazno mitades almibar	piacere												single pack	lata		820,00	gramo					kilogramo	0,0010								12
2971	higiene	personal	cosmetica	afeitado		algabo sa		7791274197451		crema	crema afeitado	crema afeitado	algabo		men							male			single pack	pote		150,00	gramo					kilogramo	0,0010								24
1901	higiene	personal	cosmetica	capilar		algabo sa		7791274001482		crema	crema capilar peinado	crema capilar peinado	algabo				keratina								single pack	botella		300,00	gramo					kilogramo	0,0010								12
1901	higiene	personal	cosmetica	capilar		algabo sa		7791274005121		crema	crema capilar peinado	crema capilar peinado	algabo				argan								single pack	botella		300,00	gramo					kilogramo	0,0010								12
1901	higiene	personal	cosmetica	capilar		algabo sa		7791274190131		crema	crema capilar peinado	crema capilar peinado	algabo				cabello rizado								single pack	botella		300,00	gramo					kilogramo	0,0010								12
1901	higiene	personal	cosmetica	capilar		algabo sa		7791274009365		crema	crema capilar tratamiento	crema capilar tratamiento	algabo				argan								single pack	pote		350,00	gramo					kilogramo	0,0010								6
1901	higiene	personal	cosmetica	capilar		algabo sa		7791274087004		crema	crema capilar tratamiento	crema capilar tratamiento	algabo				barro vegetal								single pack	pote		350,00	gramo					kilogramo	0,0010								6
1901	higiene	personal	cosmetica	capilar		algabo sa		7791274197864		crema	crema capilar tratamiento	crema capilar tratamiento	algabo				barro vegetal								single pack	pomo		200,00	gramo					kilogramo	0,0010								12
1901	higiene	personal	cosmetica	capilar		algabo sa		7791274197871		crema	crema capilar tratamiento	crema capilar tratamiento	algabo				argan								single pack	pomo		200,00	gramo					kilogramo	0,0010								12
567	higiene	personal	cosmetica	piel		algabo sa		7791274004407		crema	crema humectante	crema humectante corporal	algabo				avena y karite								single pack	botella		200,00	mililitro					litro	0,0010								12
567	higiene	personal	cosmetica	piel		algabo sa		7791274004414		crema	crema humectante	crema humectante corporal	algabo				miel y almendras								single pack	botella		200,00	mililitro					litro	0,0010								12
567	higiene	personal	cosmetica	piel		algabo sa		7791274004421		crema	crema humectante	crema humectante corporal	algabo				aloe vera y manzanilla								single pack	botella		200,00	mililitro					litro	0,0010								12
567	higiene	personal	cosmetica	piel		algabo sa		7791274004704		crema	crema humectante	crema humectante corporal	algabo				aloe vera y manzanilla								single pack	botella		400,00	mililitro					litro	0,0010								12
567	higiene	personal	cosmetica	piel		algabo sa		7791274004711		crema	crema humectante	crema humectante corporal	algabo				avena y karite								single pack	botella		400,00	mililitro					litro	0,0010								12
567	higiene	personal	cosmetica	piel		algabo sa		7791274004728		crema	crema humectante	crema humectante corporal	algabo				miel y almendras								single pack	botella		400,00	mililitro					litro	0,0010								12
567	higiene	personal	cosmetica	piel		glaxosmithkline argentina sa		7794640171475		crema	crema humectante	crema humectante corporal	hinds		hidratacion esencial		piel normal	aloe vera vitamina a e							single pack	botella		350,00	mililitro					litro	0,0010								1
567	higiene	personal	cosmetica	piel		glaxosmithkline argentina sa		7794640170225		crema	crema humectante	crema humectante corporal	hinds		hidratacion extrema		piel extraseca	extracto de avena							single pack	botella		250,00	mililitro					litro	0,0010								1
567	higiene	personal	cosmetica	piel		glaxosmithkline argentina sa		7794640610028		crema	crema humectante	crema humectante corporal	hinds		hidratante		piel normal	con retinol							single pack	botella		350,00	mililitro					litro	0,0010								1
567	higiene	personal	cosmetica	piel		glaxosmithkline argentina sa		7794640173080		crema	crema humectante	crema humectante corporal	hinds		rosa		piel seca	aloe vera vitamina a							single pack	botella		350,00	mililitro					litro	0,0010								1
567	higiene	personal	cosmetica	piel		algabo sa		7791274005114		crema	crema humectante	crema humectante manos	algabo												single pack	botella		90,00	mililitro					litro	0,0010								15
2949	higiene	personal	cosmetica	piel		kimberly clark argentina sa	30243136	7896018704411	17896018704418	crema	crema humectante	crema humectante corporal bebe	huggies				aceite de almendra								single pack	pomo		80,00	gramo					kilogramo	0,0010								12
3898	higiene	hogar	ambientes			santiago saenz sa	110011	7792389001046	37792389001047	desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	jardin				campos de lavanda								single pack	aerosol		360,00	mililitro					litro	0,0010								6
3898	higiene	hogar	ambientes			santiago saenz sa	110018	7792389001053	37792389001054	desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	jardin				relax								single pack	aerosol		360,00	mililitro					litro	0,0010								6
3898	higiene	hogar	ambientes			santiago saenz sa	110017	7792389001060	37792389001061	desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	jardin				brisa marina								single pack	aerosol		360,00	mililitro					litro	0,0010								6
3898	higiene	hogar	ambientes			santiago saenz sa	110010	7792389001077	37792389001078	desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	jardin				frutos del bosque								single pack	aerosol		360,00	mililitro					litro	0,0010								6
3898	higiene	hogar	ambientes			santiago saenz sa	110012	7792389000056	37792389000057	desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	x5				clasico								single pack	aerosol		360,00	mililitro					litro	0,0010								6
3898	higiene	hogar	ambientes			santiago saenz sa	110013	7792389000339	37792389000330	desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	x5				bebe								single pack	aerosol		360,00	mililitro					litro	0,0010								6
3898	higiene	hogar	ambientes			santiago saenz sa	112007	7792389001909	37792389001900	desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	x5				citrico								single pack	aerosol		360,00	mililitro					litro	0,0010								6
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520996992		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform		on the go		lavanda								single pack	aerosol		55,00	mililitro					litro	0,0010	40,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520995285		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				original								single pack	aerosol		360,00	mililitro					litro	0,0010	257,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520995292		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				aire de montana								single pack	aerosol		360,00	mililitro					litro	0,0010	257,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520995308		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				bebe								single pack	aerosol		360,00	mililitro					litro	0,0010	257,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520995315		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				lavanda								single pack	aerosol		360,00	mililitro					litro	0,0010	257,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520995322		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				citrico								single pack	aerosol		360,00	mililitro					litro	0,0010	257,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520995339		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				frutal								single pack	aerosol		360,00	mililitro					litro	0,0010	257,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520996930		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				lavanda								single pack	aerosol		285,00	mililitro					litro	0,0010	207,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520996947		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				original								single pack	aerosol		285,00	mililitro					litro	0,0010	207,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520996954		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				bebe								single pack	aerosol		285,00	mililitro					litro	0,0010	207,00	gramo						12
6474	higiene	hogar	ambientes			sc johnson y son de argentina saic		7790520996978		desinfectante	desinfectante aromatizante ambiente	desinfectante aromatizante ambiente superficie aerosol	lysoform				lavanda								single pack	aerosol		495,00	mililitro					litro	0,0010	360,00	gramo						12
6474	higiene	hogar				santiago saenz sa	109027	7792389042575	17792389042572	desinfectante	desinfectante insecticida	desinfectante insecticida liquido	x5												single pack	botella		480,00	mililitro					litro	0,0010								12
2526	higiene	personal	cosmetica			algabo sa		7791274198571		desmaquillante	desmaquillante facial	desmaquillante facial agua micelar	algabo												single pack	botella	con valvula	120,00	mililitro					litro	0,0010								10
2526	higiene	personal	cosmetica			algabo sa		7791274199943		desmaquillante	desmaquillante facial	desmaquillante facial agua micelar	algabo												single pack	botella		200,00	mililitro					litro	0,0010								12
4121	higiene	personal	cosmetica			algabo sa		7791274197512		desmaquillante	desmaquillante facial	desmaquillante facial disco algodon	algabo												single pack	paquete		80,00	unidad	disco				unidad	1,0000								36
4121	higiene	personal	cosmetica			lenterdit sa		7790940515032	57790940515037	desmaquillante	desmaquillante facial	desmaquillante facial disco algodon	doncella												single pack	paquete		80,00	unidad	disco				unidad	1,0000								12
4121	higiene	personal	cosmetica			buyanor sa		7790064001909		desmaquillante	desmaquillante facial	desmaquillante facial disco algodon	estrella												single pack	paquete		80,00	unidad	disco				unidad	1,0000								12
4121	higiene	personal	cosmetica			algabo sa		7791274197710		desmaquillante	desmaquillante facial	desmaquillante facial toalla humeda	algabo		control										single pack	paquete		25,00	unidad	toalla				unidad	1,0000								24
4121	higiene	personal	cosmetica			algabo sa		7791274198564		desmaquillante	desmaquillante facial	desmaquillante facial toalla humeda	algabo		control		con agua micelar								single pack	paquete	flow pack	25,00	unidad	toalla				unidad	1,0000								24
4121	higiene	personal	cosmetica			prifamon sa		7790773008459		desmaquillante	desmaquillante facial	desmaquillante facial toalla humeda	qsoft				hidratantes								single pack	paquete	flow pack	25,00	unidad	toalla				unidad	1,0000								12
4121	higiene	personal	cosmetica			prifamon sa		7790773008473		desmaquillante	desmaquillante facial	desmaquillante facial toalla humeda	qsoft				exfoliantes								single pack	paquete	flow pack	25,00	unidad	toalla				unidad	1,0000								12
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274005060		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo		express		keratina								single pack	botella		75,00	mililitro					litro	0,0010								30
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274198144		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo		profesional xtreme										single pack	botella		100,00	mililitro					litro	0,0010								18
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274005206		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo		valvula										single pack	botella	dosificador	120,00	mililitro					litro	0,0010								10
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274005275		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo				fortalecedor								single pack	botella		50,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274005282		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo				humectante								single pack	botella		50,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274005299		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo				keratina								single pack	botella		50,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274005305		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo				fortalecedor								single pack	botella		100,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274005312		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo				humectante								single pack	botella		100,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274005329		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo				keratina								single pack	botella		100,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	algabo sa		7791274199882		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	algabo				removedor gel uv								single pack	botella		100,00	mililitro					litro	0,0010								18
2946	higiene	personal	cosmetica	maquillaje	unas	buyanor sa		7790064004658		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	estrella				humectante								single pack	botella		50,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	buyanor sa		7790064004665		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	estrella				fortalecedor								single pack	botella		50,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	buyanor sa		7790064004672		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	estrella				restaurador								single pack	botella		50,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	buyanor sa		7790064004689		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	estrella				hipoalergenico								single pack	botella		50,00	mililitro					litro	0,0010								24
2946	higiene	personal	cosmetica	maquillaje	unas	buyanor sa		7790064004696		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	estrella				humectante								single pack	botella		100,00	mililitro					litro	0,0010								12
2946	higiene	personal	cosmetica	maquillaje	unas	buyanor sa		7790064004702		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	estrella				fortalecedor								single pack	botella		100,00	mililitro					litro	0,0010								12
2946	higiene	personal	cosmetica	maquillaje	unas	buyanor sa		7790064004719		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	estrella				restaurador								single pack	botella		100,00	mililitro					litro	0,0010								12
2946	higiene	personal	cosmetica	maquillaje	unas	buyanor sa		7790064004726		desmaquillante	desmaquillante unas	desmaquillante unas quitaesmalte	estrella				hipoalergenico								single pack	botella		100,00	mililitro					litro	0,0010								12
543598	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293041100		desodorante corporal	desodorante corporal	desodorante corporal aerosol	axe		48 hs fragancia mas frescura		apollo					male			single pack	aerosol		150,00	mililitro					litro	0,0010	97,00	gramo						12
543598	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293042718		desodorante corporal	desodorante corporal	desodorante corporal aerosol	axe		48 hs fragancia mas frescura		dark temptation					male			single pack	aerosol		150,00	mililitro					litro	0,0010	97,00	gramo						12
543598	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293043791		desodorante corporal	desodorante corporal	desodorante corporal aerosol	axe		48 hs fragancia mas frescura		marine					male			single pack	aerosol		150,00	mililitro					litro	0,0010	97,00	gramo						12
543598	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293043807		desodorante corporal	desodorante corporal	desodorante corporal aerosol	axe		48 hs fragancia mas frescura		musk					male			single pack	aerosol		150,00	mililitro					litro	0,0010	97,00	gramo						12
543598	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293043838		desodorante corporal	desodorante corporal	desodorante corporal aerosol	axe		48 hs fragancia mas frescura		collision					male			single pack	aerosol		150,00	mililitro					litro	0,0010	97,00	gramo						12
543598	higiene	personal	cosmetica	perfumeria		algabo sa		7791274198045		desodorante corporal	desodorante corporal	desodorante corporal talco	algabo		clasico										single pack	botella	talquera	180,00	gramo					kilogramo	0,0010								12
543598	higiene	personal	cosmetica	perfumeria		algabo sa		7791274198052		desodorante corporal	desodorante corporal	desodorante corporal talco	algabo		clasico										single pack	botella	talquera	200,00	gramo					kilogramo	0,0010								24
543598	higiene	personal	cosmetica	perfumeria		algabo sa		7791274198113		desodorante corporal	desodorante corporal	desodorante corporal talco	algabo		clasico										single pack	botella	talquera	120,00	gramo					kilogramo	0,0010								15
543598	higiene	personal	cosmetica	perfumeria		algabo sa		7791274198137		desodorante corporal	desodorante corporal	desodorante corporal talco	algabo		men							male			single pack	botella	talquera	120,00	gramo					kilogramo	0,0010								15
543598	higiene	personal	cosmetica	perfumeria		algabo sa		7791274199622		desodorante corporal	desodorante corporal	desodorante corporal talco	algabo		men							male			single pack	botella	talquera	180,00	gramo					kilogramo	0,0010								12
543598	higiene	personal	cosmetica	perfumeria		algabo sa		7791274198069		desodorante corporal	desodorante corporal	desodorante corporal talco	algabo		suave										single pack	botella	talquera	180,00	gramo					kilogramo	0,0010								12
543598	higiene	personal	cosmetica	perfumeria		algabo sa		7791274198076		desodorante corporal	desodorante corporal	desodorante corporal talco	algabo		suave										single pack	botella	talquera	200,00	gramo					kilogramo	0,0010								24
543598	higiene	personal	cosmetica	perfumeria		algabo sa		7791274198120		desodorante corporal	desodorante corporal	desodorante corporal talco	algabo		suave										single pack	botella	talquera	120,00	gramo					kilogramo	0,0010								15
543599	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293043722		desodorante corporal	desodorante corporal antitranspirante	desodorante corporal antitranspirante aerosol	axe		72 hs		dark temptation					male			single pack	aerosol		152,00	mililitro					litro	0,0010	88,00	gramo						12
543599	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293043739		desodorante corporal	desodorante corporal antitranspirante	desodorante corporal antitranspirante aerosol	axe		72 hs		apollo					male			single pack	aerosol		152,00	mililitro					litro	0,0010	88,00	gramo						12
543599	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293043746		desodorante corporal	desodorante corporal antitranspirante	desodorante corporal antitranspirante aerosol	axe		72 hs		black					male			single pack	aerosol		152,00	mililitro					litro	0,0010	88,00	gramo						12
543599	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293044057		desodorante corporal	desodorante corporal antitranspirante	desodorante corporal antitranspirante aerosol	axe		72 hs		epic fresh					male			single pack	aerosol		152,00	mililitro					litro	0,0010	88,00	gramo						12
543599	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293041582		desodorante corporal	desodorante corporal antitranspirante	desodorante corporal antitranspirante aerosol	rexona		72 hs		invisible					male			single pack	aerosol		150,00	mililitro					litro	0,0010	87,00	gramo						12
543599	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293041667		desodorante corporal	desodorante corporal antitranspirante	desodorante corporal antitranspirante aerosol	rexona		72 hs		sensitive					male			single pack	aerosol		150,00	mililitro					litro	0,0010	89,00	gramo						12
543599	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		7791293040110		desodorante corporal	desodorante corporal antitranspirante	desodorante corporal antitranspirante aerosol	rexona		clinical	extra dry						female			single pack	aerosol		110,00	mililitro					litro	0,0010	67,00	gramo						24
543599	higiene	personal	cosmetica	perfumeria		unilever de argentina sa		79400301161		desodorante corporal	desodorante corporal antitranspirante	desodorante corporal antitranspirante crema	rexona		clinical	extra dry						female			single pack	paquete	aplicador	48,00	gramo					kilogramo	0,0010								24
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274000546		desodorante corporal	desodorante corporal pies	desodorante corporal pies aerosol	algabo		foot										single pack	aerosol		153,00	mililitro					litro	0,0010	92,00	gramo						12
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274003202		desodorante corporal	desodorante corporal pies	desodorante corporal pies calzado aerosol	algabo		foot										single pack	aerosol		153,00	mililitro					litro	0,0010	92,00	gramo						12
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274003110		desodorante corporal	desodorante corporal pies	desodorante corporal pies talco	algabo		foot										single pack	botella	talquera	60,00	gramo					kilogramo	0,0010								24
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274004360		desodorante corporal	desodorante corporal pies	desodorante corporal pies talco	algabo		foot	mujer						female			single pack	botella	talquera	60,00	gramo					kilogramo	0,0010								24
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274004377		desodorante corporal	desodorante corporal pies	desodorante corporal pies talco	algabo		foot	mujer						female			single pack	botella	talquera	100,00	gramo					kilogramo	0,0010								12
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274009532		desodorante corporal	desodorante corporal pies	desodorante corporal pies talco	algabo		foot										single pack	botella	talquera	200,00	gramo					kilogramo	0,0010								6
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274187742		desodorante corporal	desodorante corporal pies	desodorante corporal pies talco	algabo		foot										single pack	botella	talquera	100,00	gramo					kilogramo	0,0010								12
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274196416		desodorante corporal	desodorante corporal pies	desodorante corporal pies talco	algabo		foot										single pack	doy pack		200,00	gramo					kilogramo	0,0010								24
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274200038		desodorante corporal	desodorante corporal pies	desodorante corporal pies talco	algabo		foot	ultra	antibacterial								single pack	botella	talquera	100,00	gramo					kilogramo	0,0010								12
3049	higiene	personal	cosmetica	perfumeria		algabo sa		7791274200045		desodorante corporal	desodorante corporal pies	desodorante corporal pies talco	algabo		foot	ultra	antibacterial								single pack	botella	talquera	200,00	gramo					kilogramo	0,0010								6
2691	higiene	hogar				fasec srl		7793821201017		destapacano	destapacano sopapa	destapacano sopapa goma	nazar				numero 5								packless	sin empaque		1,00	unidad	sopapa				unidad	1,0000	5,00	pulgada						12
2691	higiene	hogar				fasec srl		7793821201024		destapacano	destapacano sopapa	destapacano sopapa goma	nazar				numero 4								packless	sin empaque		1,00	unidad	sopapa				unidad	1,0000	4,00	pulgada						12
4975	higiene	hogar				santiago saenz sa	108002	7792389002722	57792389002727	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	bora		ultra										single pack	sachet		135,00	mililitro					litro	0,0010								24
4975	higiene	hogar				santiago saenz sa	108076	7792389080935	17792389080932	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	bora magic				limon								single pack	botella		500,00	mililitro					litro	0,0010								12
4975	higiene	hogar				santiago saenz sa	108079	7792389080942	17792389080949	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	bora magic				aloe vera								single pack	botella		500,00	mililitro					litro	0,0010								12
4975	higiene	hogar				santiago saenz sa	108083	7792389081123	17792389081120	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	bora magic				naranja pomelo								single pack	botella		500,00	mililitro					litro	0,0010								12
4975	higiene	hogar				santiago saenz sa	108080	7792389081147	17792389081144	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	bora magic				limon								single pack	botella		330,00	mililitro					litro	0,0010								12
4975	higiene	hogar				santiago saenz sa	108081	7792389081185	17792389081182	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	bora magic				colageno								single pack	botella		330,00	mililitro					litro	0,0010								12
4975	higiene	hogar				santiago saenz sa	108078	7792389081208	17792389081205	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	bora magic				colageno								single pack	botella		500,00	mililitro					litro	0,0010								12
4975	higiene	hogar				jose guma sa		7790828002494	17790828002491	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	gigante		ultra		frutilla								single pack	botella		273,00	mililitro					litro	0,0010								12
4975	higiene	hogar				jose guma sa		7790828002500	17790828002507	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	gigante		ultra		limon								single pack	botella		273,00	mililitro					litro	0,0010								12
4975	higiene	hogar				jose guma sa		7790828002517	17790828002514	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	gigante		ultra		kiwi								single pack	botella		273,00	mililitro					litro	0,0010								12
4975	higiene	hogar				jose guma sa		7790828002524	17790828002521	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	gigante		ultra		pomelo								single pack	botella		273,00	mililitro					litro	0,0010								12
4975	higiene	hogar				jose guma sa		7790828002562	17790828002569	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	gigante		ultra		frutilla								single pack	botella		545,00	mililitro					litro	0,0010								12
4975	higiene	hogar				jose guma sa		7790828002579	17790828002576	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	gigante		ultra		limon								single pack	botella		545,00	mililitro					litro	0,0010								12
4975	higiene	hogar				jose guma sa		7790828002586	17790828002583	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	gigante		ultra		kiwi								single pack	botella		545,00	mililitro					litro	0,0010								12
4975	higiene	hogar				jose guma sa		7790828002593	17790828002590	detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	gigante		ultra		pomelo								single pack	botella		545,00	mililitro					litro	0,0010								12
4975	higiene	hogar				procter y gamble argentina srl		7500435216487		detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	magistral		ultra desengrasante		marina								single pack	botella		500,00	mililitro					litro	0,0010								1
4975	higiene	hogar				procter y gamble argentina srl		7500435216494		detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	magistral		ultra desengrasante		marina								single pack	botella		300,00	mililitro					litro	0,0010								1
4975	higiene	hogar				procter y gamble argentina srl		7500435216531		detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	magistral		ultra desengrasante		limon								single pack	botella		750,00	mililitro					litro	0,0010								1
4975	higiene	hogar				procter y gamble argentina srl		7500435216555		detergente	detergente lavavajilla	detergente lavavajilla concentrado liquido	magistral		ultra desengrasante		limon								single pack	botella		300,00	mililitro					litro	0,0010								1
4975	higiene	hogar				santiago saenz sa	108020	7792389001664	97792389001667	detergente	detergente lavavajilla	detergente lavavajilla liquido	bora				limon								single pack	bidon		4,00	litro					litro	1,0000								3
4975	higiene	hogar				santiago saenz sa	108068	7792389001848	17792389001845	detergente	detergente lavavajilla	detergente lavavajilla liquido	bora				limon								single pack	botella		750,00	mililitro					litro	0,0010								12
4975	higiene	hogar				santiago saenz sa	108067	7792389001855	17792389001852	detergente	detergente lavavajilla	detergente lavavajilla liquido	bora				manzana								single pack	botella		750,00	mililitro					litro	0,0010								12
4975	higiene	hogar				santiago saenz sa	108066	7792389080270	17792389080277	detergente	detergente lavavajilla	detergente lavavajilla liquido	bora				glicerina								single pack	botella		750,00	mililitro					litro	0,0010								12
4975	higiene	hogar				santiago saenz sa	108075	7792389080980	17792389080987	detergente	detergente lavavajilla	detergente lavavajilla liquido	bora				limon								single pack	botella		900,00	mililitro					litro	0,0010								12
4975	higiene	hogar				santiago saenz sa	108074	7792389080997	17792389080994	detergente	detergente lavavajilla	detergente lavavajilla liquido	bora				reluciente								single pack	botella		900,00	mililitro					litro	0,0010								12
4975	higiene	hogar				jose guma sa		7790828102095	37790828102096	detergente	detergente lavavajilla	detergente lavavajilla liquido	gigante				limon								single pack	botella		750,00	mililitro					litro	0,0010								15
4975	higiene	hogar				jose guma sa		7790828102316	17790828102313	detergente	detergente lavavajilla	detergente lavavajilla liquido	gigante				limon								single pack	bidon		5,00	litro					litro	1,0000								3
4975	higiene	hogar				jose guma sa		7790828102491	37790828102492	detergente	detergente lavavajilla	detergente lavavajilla liquido	gigante				aloe vera								single pack	botella		750,00	mililitro					litro	0,0010								15
